;artist;genre
2493;Cassidy;['battle rap', 'dirty south rap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']
2494;Joe Graves & The Diggers;['bossa nova jazz']
2495;V Sinizter;['horrorcore']
2496;Conjunto Mar Azul;['cumbia sonidera', 'deep cumbia sonidera']
2497;Alice In Chains;['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'post-grunge', 'rock']
2498;MIMS;['dirty south rap', 'pop rap']
2499;Bob Neuwirth;['alternative roots rock']
2500;Elmore James;['blues', 'blues-rock', 'chicago blues', 'delta blues', 'electric blues', 'rock-and-roll', 'traditional blues']
2501;3OH!3;['dance pop', 'electropowerpop', 'pop punk', 'pop rap', 'post-teen pop']
2502;Cali;['banda', 'duranguense', 'grupera', 'norteno', 'regional mexican']
2503;Wet Wet Wet;['dance pop', 'electropop', 'indie poptimism', 'indie r&b', 'pop', 'vapor soul']
2504;Hot Club Of Cowtown;['cowboy western', 'string band', 'western swing']
2505;France D'Amour;['chanson quebecois', 'rock quebecois']
2506;Doug MacLeod;['blues']
2507;Paul Glazby;['hard house']
2508;Daouda;['makossa', 'soukous', 'zouglou']
2509;Ghost Machine;['nu metal']
2510;Willie Colon;['boogaloo', 'latin jazz', 'mambo', 'salsa', 'tropical']
2511;Patric C;['breakcore', 'digital hardcore']
2512;Pelt;['jazz trumpet']
2513;Eiffel 65;['eurodance', 'europop', 'italian pop', 'italo dance']
2514;Kitty Kallen;['deep adult standards']
2515;Sylvia Patricia;['bossa nova jazz']
2516;2raumwohnung;['german pop']
2517;Northern State;['deep acoustic pop']
2518;Recluse;['boom bap']
2519;Lily Allen;['dance pop', 'electropop', 'europop', 'folk-pop', 'pop', 'pop rock']
2520;The Nelons;['country gospel', 'southern gospel']
2521;Marcio Faraco;['bossa nova']
2522;Roni Size;['big beat', 'breakbeat', 'drum and bass', 'electronic', 'hardcore techno', 'jungle', 'liquid funk', 'trip hop']
2523;Britt Nicole;['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']
2524;Ray Lynch;['healing', 'new age']
2525;Pat Green;['outlaw country', 'red dirt', 'texas country']
2526;Pete Bamboo;['punk ska']
2527;Brian Tyler;['epicore', 'scorecore', 'soundtrack', 'video game music']
2528;Disembowelment;['funeral doom', 'voidgrind']
2529;Bill Laswell;['fourth world', 'free improvisation', 'tzadik']
2530;Krayzie Bone;['dirty south rap', 'gangster rap']
2531;Cachao;['boogaloo', 'cuban rumba', 'latin jazz', 'mambo']
2532;Albert Ayler;['acousmatic', 'avant-garde', 'avant-garde jazz', 'contemporary post-bop', 'experimental', 'experimental rock', 'fourth world', 'free improvisation', 'free jazz', 'jazz saxophone', 'no wave']
2533;Eddie Money;['album rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock', 'southern rock']
2534;Murderdolls;['alternative metal', 'groove metal', 'horror punk', 'industrial metal', 'nu metal']
2535;Faithless;['big beat', 'downtempo', 'electronic']
2536;Sweet;['album rock', 'classic rock', 'glam rock', 'hard rock', 'rock']
2537;Alexander Zonjic;['deep smooth jazz', 'smooth jazz']
2538;Nelson Ned;['bolero', 'ranchera']
2539;Talking Heads;['alternative rock', 'art rock', 'dance rock', 'folk rock', 'new wave', 'permanent wave', 'post-punk', 'psychedelic rock', 'rock', 'zolo']
2540;Jimmy Cliff;['dub', 'reggae', 'roots reggae', 'ska']
2541;Ken Yokoyama;['j-pop']
2542;Endres;['classical piano']
2543;Basement Jaxx;['alternative dance', 'big beat', 'disco house', 'electronic', 'new rave', 'vocal house']
2544;Bobby Bland;['blues', 'classic soul', 'electric blues', 'rhythm and blues', 'soul', 'soul blues', 'southern soul', 'traditional blues']
2545;Maurice Chevalier;['cabaret']
2546;George Lopez;['comedy']
2547;Lily Holbrook;['lilith']
2548;Babbie Mason;['southern gospel']
2549;Republica;['candy pop', 'new wave pop']
2550;Mau Mau;['latin pop']
2551;Trivium;['alternative metal', 'groove metal', 'melodic metalcore', 'metal', 'metalcore', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']
2552;The Shamen;['acid house', 'big beat', 'britpop', 'electronic', 'hardcore techno', 'hip house']
2553;Keb' Mo';['blues', 'blues-rock', 'country blues', 'electric blues', 'modern blues', 'piedmont blues', 'traditional blues']
2554;The Sterns;['boston rock']
2555;Dinosaur Jr;['alternative pop', 'alternative rock', 'blues-rock', 'dream pop', 'garage rock', 'grunge', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new wave', 'noise pop', 'noise rock', 'permanent wave', 'post-hardcore', 'post-punk', 'power pop', 'punk', 'rock', 'shoegaze']
2556;The Galactic Heroes;['twee pop']
2557;Harry Diboula;['zouk']
2558;Foals;['alternative dance', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'math pop', 'modern rock', 'new rave', 'rock']
2559;Cauda Pavonis;['corrosion', 'gothic rock']
2560;Wonderland;['aussietronica', 'brostep', 'edm', 'electronic trap', 'escape room']
2561;Sue Foley;['acoustic blues', 'blues', 'canadian blues', 'electric blues', 'modern blues']
2562;Albert King;['blues', 'blues-rock', 'classic rock', 'electric blues', 'memphis soul', 'soul blues', 'traditional blues']
2563;Loretta Lynn;['country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'traditional folk']
2564;Jacky Cheung;['c-pop', 'cantopop', 'classic cantopop', 'classic mandopop', 'classic opm', 'mandopop']
2565;The Irish Rovers;['canadian celtic', 'celtic', 'irish folk']
2566;Meiway;['afropop', 'azontobeats', 'coupe decale', 'makossa', 'soukous', 'zouglou']
2567;Glen Ricks;['lovers rock']
2568;Crusaders;['jazz funk', 'jazz fusion', 'smooth jazz', 'soul jazz']
2569;Ginny Owens;['ccm', 'christian alternative rock', 'christian music']
2570;Alain Turban;['classic french pop']
2571;Bumblefoot;['neo classical metal']
2572;Mink DeVille;['dutch rock', 'pub rock', 'roots rock']
2573;X-tv;['french punk']
2574;Marc Lavoine;['chanson', 'french pop', 'french rock']
2575;ISRAEL & NEW BREED;['gospel', 'naija worship', 'world worship', 'worship']
2576;Tanya Chua;['c-pop', 'chinese indie', 'mandopop', 'singaporean mandopop', 'singaporean pop']
2577;Tesla;['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'post-grunge', 'rock']
2578;Charlotte Gainsbourg;['art pop', 'chamber psych', 'chanson']
2579;Johnny Vicious;['vocal house']
2580;The Rance Allen Group;['gospel']
2581;Linkin Park;['alternative metal', 'nu metal', 'post-grunge', 'rap metal']
2582;Fabolous;['dance pop', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']
2583;Aftermath;['reggae rock', 'vancouver punk']
2584;Karen Peck & New River;['country gospel', 'southern gospel']
2585;Nicholas;['british soundtrack', 'scorecore', 'soundtrack']
2586;Joe Satriani;['album rock', 'blues-rock', 'hard rock', 'instrumental rock', 'metal guitar', 'neo classical metal', 'progressive metal', 'rock']
2587;The Monroes;['classic norwegian pop']
2588;Amorphis;['finnish metal', 'gothic metal', 'melodic death metal', 'metal', 'power metal', 'progressive metal', 'viking metal']
2589;A Challenge Of Honour;['martial industrial', 'neofolk']
2590;The Sensational Alex Harvey Band;['blues-rock', 'glam rock', 'pub rock']
2591;Palito Ortega;['bolero', 'mexican rock-and-roll']
2592;Marshall Crenshaw;['jangle pop', 'power pop', 'pub rock', 'roots rock']
2593;Prozak;['horrorcore', 'rap rock']
2594;Selena;['dance pop', 'pop', 'post-teen pop']
2595;Annie Lennox;['folk', 'folk-pop', 'lilith', 'mellow gold', 'new wave pop', 'pop rock', 'scottish new wave', 'soft rock']
2596;Illya Kuryaki And The Valderramas;['argentine indie', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']
2597;Michael McDonald;['mellow gold', 'quiet storm', 'soft rock']
2598;Porter Wagoner;['country gospel', 'cowboy western', 'nashville sound', 'traditional country', 'western swing']
2599;My Chemical Romance;['emo', 'pop punk']
2600;Los Tres Diamantes;['bolero', 'ranchera']
2601;Los Del Rio;['deep norteno', 'duranguense', 'norteno']
2602;Jeff And Sheri Easter;['country gospel', 'southern gospel']
2603;Pitch Black;['nz reggae', 'psychill']
2604;Willie Clayton;['chicago blues', 'chicago soul', 'soul blues', 'southern soul', 'southern soul blues']
2605;Solas;['celtic', 'irish folk', 'irish neo-traditional']
2606;Chaotica;['neo-industrial rock']
2607;Mike Bloomfield;['blues', 'blues-rock', 'chicago blues', 'classic rock', 'electric blues', 'modern blues', 'psychedelic rock', 'southern rock', 'traditional blues']
2608;Bobaflex;['alternative metal', 'groove metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']
2609;Panzer AG;['aggrotech', 'ebm', 'electro-industrial', 'futurepop', 'industrial metal']
2610;Amoral;['finnish metal', 'melodic death metal']
2611;R. Carlos Nakai;['healing', 'meditation', 'native american']
2612;Donna Ares;['sevdah', 'turbo folk']
2613;Rickie Lee Jones;['folk', 'lilith', 'mellow gold', 'new wave pop', 'singer-songwriter']
2614;Gato Perez;['rumba', 'rumba catalana']
2615;Sheila Walsh;['german ccm']
2616;Spongebob Squarepants;"[""children's music""]"
2617;22-20s;['garage rock']
2618;Memphis La Blusera;['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']
2619;Eliane Elias;['adult standards', 'bossa nova', 'cool jazz', 'dinner jazz', 'lounge', 'vocal jazz']
2620;Sean Kingston;['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']
2621;The Mad Capsule Markets;['digital hardcore', 'j-metal', 'j-rock']
2622;Cerati-Melero;['argentine indie', 'argentine rock', 'latin rock', 'rock en espanol']
2623;Audio Adrenaline;['ccm', 'christian alternative rock', 'christian music', 'christian punk', 'christian rock', 'worship']
2624;Floor;['electropowerpop']
2625;George Michael;['dance pop', 'dance rock', 'europop', 'new romantic', 'new wave pop', 'soft rock']
2626;Sex Machine;['brostep', 'complextro', 'edm', 'electro house', 'electro trash', 'electronic trap', 'moombahton', 'zapstep']
2627;iTAL tEK;['bass music', 'drill and bass', 'dubstep', 'fluxwork', 'footwork', 'future garage', 'intelligent dance music', 'substep', 'wave', 'wonky']
2628;Alan Silvestri;['scorecore', 'soundtrack', 'video game music']
2629;Herbert Von Karajan;['classical', 'classical performance', 'orchestral performance']
2630;Shelby Flint;['movie tunes']
2631;String Trio Of New York;['jazz violin']
2632;Julie Roberts;['contemporary country', 'country', 'country dawn']
2633;Zbigniew Preisner;['compositional ambient', 'polish contemporary classical', 'soundtrack']
2634;Ensiferum;['finnish metal', 'folk metal', 'melodic death metal', 'metal', 'power metal', 'progressive metal', 'viking metal']
2635;Mithotyn;['folk metal', 'viking metal']
2636;Ashes to Ashes;['alternative metal', 'post-grunge', 'rap metal', 'rap rock']
2637;Dilated Peoples;['alternative hip hop', 'hardcore hip hop', 'hip hop', 'turntablism', 'west coast rap']
2638;Dinosaur Jr.;['alternative pop', 'alternative rock', 'blues-rock', 'dream pop', 'garage rock', 'grunge', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new wave', 'noise pop', 'noise rock', 'permanent wave', 'post-hardcore', 'post-punk', 'power pop', 'punk', 'rock', 'shoegaze']
2639;FFH;['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']
2640;Earth;['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']
2641;Dntel;['downtempo', 'electronica']
2642;Jo-El Sonnier;['swamp pop', 'zydeco']
2643;Dan Cummins;['comedy', 'comic', 'deep comedy']
2644;Lockwood;['acoustic blues', 'blues', 'chicago blues', 'country blues', 'delta blues', 'electric blues', 'traditional blues']
2645;Melvins;['alternative metal', 'alternative rock', 'doom metal', 'garage rock', 'grunge', 'industrial rock', 'neo-psychedelic', 'noise rock', 'nu metal', 'post-doom metal', 'post-hardcore', 'post-metal', 'punk', 'rock', 'sludge metal', 'stoner metal', 'stoner rock']
2646;Birmingham Jubilee Singers;['gospel singers', 'vintage gospel']
2647;Alternative TV;['uk post-punk']
2648;Joi;['world fusion']
2649;Neviss;['swiss rock']
2650;Charlie Byrd;['bebop', 'bossa nova', 'cool jazz', 'jazz', 'jazz guitar']
2651;Sam Butera & The Witnesses;['lounge']
2652;Peter Gallagher;['broadway', 'show tunes']
2653;Matt Redman;['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'world worship', 'worship']
2654;Guaco;['pop reggaeton', 'tropical']
2655;Bob Wills;['country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'western swing']
2656;Chango Spasiuk;['chamame', 'folklore argentino', 'nueva cancion', 'tango']
2657;Jimmy McCracklin;['jump blues', 'piano blues', 'rhythm and blues', 'soul blues', 'southern soul']
2658;H-Town;['boy band', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']
2659;Sanna Nielsen;['europop', 'swedish folk pop', 'swedish idol pop', 'swedish pop']
2660;Long John Hunter;['texas blues']
2661;Emilio Tuero;['bolero']
2662;Laura Leon;['cumbia', 'grupera']
2663;Winston Reedy;['lovers rock']
2664;Eric B. & Rakim;['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip house', 'old school hip hop', 'pop rap', 'rap', 'turntablism']
2665;Dennis O'Neill;['classical tenor']
2666;Eddy Raven;['country', 'country gospel', 'country rock', 'nashville sound', 'outlaw country', 'traditional country']
2667;Jan Wayne;['bubble trance', 'eurodance', 'europop', 'hands up', 'pop house']
2668;Reni;['polish pop']
2669;Sergio Dalma;['latin', 'latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']
2670;Fito Paez;['argentine rock', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol']
2671;Freddie Roulette;['chicago blues']
2672;Fiona Sit;['c-pop', 'cantopop', 'mandopop']
2673;Shakira;['colombian pop', 'dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']
2674;P.O.D.;['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']
2675;Henry Lee Summer;['heartland rock']
2676;De La Ghetto;['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']
2677;John Ottman;['classic soundtrack', 'epicore', 'scorecore', 'soundtrack', 'video game music']
2678;The Dirty Skirts;['african rock']
2679;Ziggy Marley And The Melody Makers;['reggae', 'roots reggae']
2680;Rikk Agnew;['hardcore punk']
2681;Estopa;['latin pop', 'rumba', 'spanish pop']
2682;Rainbow;['indie pop', 'modern alternative rock', 'modern rock']
2683;Boondox;['horrorcore', 'rap rock', 'redneck']
2684;Juan Carlos Baglietto;['argentine rock', 'folklore argentino', 'nueva cancion', 'rock en espanol', 'trova']
2685;Why?;['boy band', 'dance pop', 'pop', 'post-teen pop', 'teen pop']
2686;3 of Hearts;['country dawn']
2687;Sub Swara;['glitch hop']
2688;Jan Howard;['country dawn', 'deep contemporary country']
2689;Renato Borghetti;['choro', 'musica nativista', 'rock gaucho']
2690;Pantanito;['rumba catalana']
2691;Wordsworth;['ballet class', 'classical performance']
2692;Zimbabwe Legit;['zim']
2693;Twenty 4 Seven;['bubblegum dance', 'eurodance', 'europop', 'happy hardcore', 'hip house']
2694;Sleepy John Estes;['acoustic blues', 'blues', 'country blues', 'memphis blues', 'traditional blues']
2695;Oscar Peterson Trio;['adult standards', 'bebop', 'big band', 'christmas', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz trio', 'soul jazz', 'stride', 'swing', 'vocal jazz']
2696;Vilma Palma e Vampiros;['argentine rock', 'latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']
2697;Sundial Aeon;['psychill']
2698;Eddie Cantor;['big band', 'cabaret', 'vaudeville', 'vintage jazz']
2699;Tommy James & The Shondells;['brill building pop', 'bubblegum pop', 'classic garage rock', 'folk rock', 'mellow gold', 'merseybeat', 'rock', 'rock-and-roll', 'rockabilly', 'soft rock']
2700;Ray Conniff;['adult standards', 'christmas', 'easy listening', 'lounge']
2701;James Newton Howard;['scorecore', 'soundtrack', 'video game music']
2702;Theodore Shapiro;['scorecore', 'soundtrack']
2703;Jeckyll & Hyde;['east coast hip hop', 'old school hip hop']
2704;Suzanne Ciani;['new age', 'new age piano']
2705;Mike And The Mechanics;['album rock', 'art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']
2706;Sonny Landreth;['blues', 'blues-rock', 'modern blues', 'roots rock', 'southern rock']
2707;Royal S;['jumpstyle']
2708;Russ Taff;['deep christian rock']
2709;The Tokens;['doo-wop']
2710;Architecture In Helsinki;['alternative dance', 'indie pop', 'indietronica', 'neo-psychedelic', 'new rave', 'twee pop']
2711;Michael Jackson;['pop']
2712;Vincenzo;['classical', 'early music', 'early romantic era', 'italian opera']
2713;Furry Lewis;['acoustic blues', 'appalachian folk', 'blues', 'country blues', 'memphis blues', 'old-time', 'traditional blues', 'traditional folk']
2714;Kiprich;['dancehall', 'riddim']
2715;Andy Andy;['christian hip hop']
2716;React;['screamocore']
2717;DJ Icey;['big beat', 'breakbeat', 'nu skool breaks']
2718;Orbital;['acid house', 'big beat', 'breakbeat', 'drum and bass', 'electronic', 'intelligent dance music', 'trip hop']
2719;Super700;['german indie']
